vietnamese,tai_dam,is_augmented
"khoái chí, khoái trá",ꪒ꫁ꪱ ꪹꪎ꪿ꪉ,False
khoái sẽ khoái trá,ꪒ꫁ꪱ ꪹꪎ꪿ꪉ,True
"mướt chí, khoái trá",ꪒ꫁ꪱ ꪹꪎ꪿ꪉ,True
thoả thích,ꪒ꫁ꪱ ꪹꪎ꪿ꪉ,False
thoả ngầm,ꪒ꫁ꪱ ꪹꪎ꪿ꪉ,True
tơ,ꪒ꫁ꪱꪥ,False
lược,ꪒꪱꪣ,False
que,ꪒ꫁ꪱꪣ,False
que,ꪒ꫁ꪱꪣ,False
"độ, khoảng chừng",ꪒ꫁ꪱꪣ,False
"độ, khoảng đệm,",ꪒ꫁ꪱꪣ,True
"độ, dạy chừng",ꪹꪡꪙ,True
"đũa cả, đũa cái",ꪒ꫁ꪱꪣ ꪹꪄꪱ꫁,False
"đũa rán, đũa cái",ꪒ꫁ꪱꪣ ꪹꪄꪱ꫁,True
đá,ꪒ꪿ꪱꪙ,False
ở lì,ꪒ꪿ꪱꪙ,False
"giờ, lì",ꪒ꪿ꪱꪙ,True
ham mê cờ bạc,ꪒ꪿ꪱꪙ ꪵꪋꪙ,False
ham mê cờ nhện,ꪒ꪿ꪱꪙ ꪵꪋꪙ,True
bên,ꪒ꫁ꪱꪙ,False
"hàng, bề",ꪒ꫁ꪱꪙ,False
phạch bề,ꪒ꫁ꪱꪙ,True
"trang, bề",ꪒ꫁ꪱꪙ,True
thành chai,ꪒ꫁ꪱꪙ,False
thành lồ,ꪒ꫁ꪱꪙ,True
"đóng, kết",ꪒ꫁ꪱꪙ,False
"đóng, sái",ꪒ꫁ꪱꪙ,True
sạm,ꪒ꫁ꪱꪙ,False
sạm,ꪹꪁꪷ,True
"lì, lì lì",ꪒ꫁ꪱꪙ,False
"lì, lì ráo,",ꪒ꫁ꪱꪙ,True
"bết lại, kết chặt",ꪒ꫁ꪱꪙ ꪀꪰꪀ,False
"bết lại, kết bướm,",ꪒ꫁ꪱꪙ ꪀꪰꪀ,True
"trước, lại, kết bêu",ꪒ꫁ꪱꪙ ꪀꪰꪀ,True
đích thị,ꪒ꫁ꪱꪙ ꪓꪱ,False
đích thị,ꪒ꫁ꪱꪙ ꪤꪷ꪿,True
lơ mơ,ꪒ꫁ꪱꪙ ꪒꪲ꫁ꪙ,False
lơ bặp,ꪒ꫁ꪱꪙ ꪒꪲ꫁ꪙ,True
lơ chừng,ꪒ꫁ꪱꪙ ꪒꪲ꫁ꪙ,True
đàn,ꪓꪱꪙ,False
đàn,ꪝꪰꪉ,True
đàn,ꪓꪱꪙ,False
đạn,ꪓ꫁ꪱꪙ,False
đạn dược,ꪓ꫁ꪱꪙ ꪢ꫁ꪱ,False
đạn sắn,ꪓ꫁ꪱꪙ ꪢ꫁ꪱ,True
đạn lửa,ꪓ꫁ꪱꪙ ꪼꪡ,False
đạn lửa,ꪓ꫁ꪱꪙ ꪹꪘꪀ,True
sên lửa,ꪓ꫁ꪱꪙ ꪼꪡ,True
đạn ghém,ꪓ꫁ꪱꪙ ꪵꪗ꫁,False
"đang, đương",ꪒꪱꪉ,False
"đang, phải",ꪒꪱꪉ,True
đang khi,ꪒꪱꪉ ꪹꪋꪷ,False
"đang nồi,",ꪒꪱꪉ ꪹꪋꪷ,True
đang độ,ꪒꪱꪉ ꪄꪳ꫁ꪙ,False
đang độ,ꪒꪱꪉ ꪥꪮꪣ,True
đang trưởng thành,ꪒꪱꪉ ꪢ꫁ꪱ,False
đang khấn thia,ꪒꪱꪉ ꪢ꫁ꪱ,True
đang trưởng thành,ꪝꪴꪚ ꪢ꫁ꪱ,True
đang tuổi xuân,ꪒꪱꪉ ꪖ꪿ꪱꪫ,False
"sai, tuổi xuân",ꪒꪱꪉ ꪕꪴ꪿ꪙ,True
đang tuổi bặp,ꪒꪱꪉ ꪖ꪿ꪱꪫ,True
đang thì,ꪒꪱꪉ ꪏꪲ,False
dáng,ꪒ꪿ꪱꪉ,False
đáng yêu,ꪒ꪿ꪱꪉ ꪵꪯꪉ,False
đáng nuông,ꪒ꪿ꪱꪉ ꪵꪯꪉ,True
trượt phần,ꪒ꪿ꪱꪉ ꪵꪯꪉ,True
"như ý, như ý muốn",ꪒ꪿ꪱꪉ ꪻꪊ,False
như rèm như thầm sách,ꪥꪸꪙ ꪻꪊ,True
đáng đời,ꪒ꪿ꪱꪉ ꪋ꪿ꪺ,False
"lôm đốm trắng, khoang trắng",ꪒ꪿ꪱꪉ ꪒꪱꪫ,False
"cả, bần trắng, truớc trắng",ꪒ꪿ꪱꪉ ꪒꪱꪫ,True
bạch tạng,ꪒ꪿ꪱꪉ ꪒꪱꪫ,False
đáng lí,ꪒ꪿ꪱꪉ ꪨꪲ꪿,False
đáng mặt,ꪒ꪿ꪱꪉ ꪘ꫁ꪱ,False
"mơn, mặt",ꪒ꪿ꪱꪉ ꪘ꫁ꪱ,True
đáng số,ꪒ꪿ꪱꪉ ꪔꪱꪥ,False
đáng số,ꪒ꪿ꪱꪉ ꪀꪷ,True
vừa,ꪒ꫁ꪱꪉ ꪒꪲ,False
khảo,ꪵꪀ꫁ꪉ ꪒꪲ,True
vừa,ꪒ꫁ꪱꪉ ꪤ꪿ꪮꪉ,True
vừa vặn,ꪒ꫁ꪱꪉ ꪒꪲ,False
vừa gióng,ꪒ꫁ꪱꪉ ꪒꪲ,True
xâu vặn,ꪒ꫁ꪱꪉ ꪒꪲ,True
"nhàng nhàng, tầm thước",ꪒ꫁ꪱꪉ ꪒꪲ,False
"nhàng nhàng, tầm thước",ꪒ꫁ꪱꪉ ꪖꪷ꫁,True
"nhàng nhàng, tầm thước",ꪮꪲ ꪒꪲ,True
đỏ,ꪵꪒꪉ,False
đỏ,ꪠꪲꪉ,True
nâu,ꪵꪒꪉ ꪹꪚꪱ,False
phượng,ꪵꪒꪉ ꪹꪚꪱ,True
"đỏ thẫm, đỏ tía",ꪵꪒꪉ ꪀꪾ꪿,False
"đỏ chon chót, đỏ chót",ꪵꪒꪉ ꪊꪲꪒ ꪊꪲꪒ,False
"đỏ chon cấm, đỏ chót",ꪵꪒꪉ ꪊꪲꪒ ꪮꪮꪒ,True
đỏ ối,ꪵꪒꪉ ꪹꪊꪷ꪿ꪙ ꪹꪊꪷ꪿ꪙ,False
hếch ối,ꪵꪒꪉ ꪹꪊꪷ꪿ꪙ ꪹꪊꪷ꪿ꪙ,True
đỏ xức,ꪵꪒꪉ ꪹꪊꪷ꪿ꪙ ꪹꪊꪷ꪿ꪙ,True
đỏ thắm,ꪵꪒꪉ ꪹꪊꪷ꪿ꪙ ꪹꪊꪷ꪿ꪙ,False
"lưỡi, thắm",ꪵꪒꪉ ꪹꪊꪷ꪿ꪙ ꪹꪊꪷ꪿ꪙ,True
đỏ gay,ꪵꪒꪉ ꪋꪳꪀ ꪋꪳꪀ,False
đỏ gay,ꪵꪒꪉ ꪶꪢ꪿ꪀ ꪋꪳꪀ,True
đỏ rực,ꪵꪒꪉ ꪋꪳꪀ ꪋꪳꪀ,False
đỏ lòm,ꪵꪒꪉ ꪁꪩꪱꪒ,False
đỏ lòm,ꪵꪒꪉ ꪹꪨꪒ,True
"đỏ quý,",ꪵꪒꪉ ꪁꪩꪱꪒ,True
đỏ đòng đọc,ꪵꪒꪉ ꪁꪩꪱꪒ,False
"vực, đòng nham",ꪵꪒꪉ ꪁꪩꪱꪒ,True
đỏ đòng đọc,ꪛꪱꪙ ꪁꪩꪱꪒ,True
đỏ gay đỏ gắt,ꪵꪒꪉ ꪁꪩꪳꪒ,False
đỏ mờ đỏ gắt,ꪵꪒꪉ ꪁꪩꪳꪒ,True
"hồng, hồng đào",ꪵꪒꪉ ꪓꪱꪫ,False
"hồng đào, đỏ đắn",ꪵꪒꪉ ꪓꪱꪫ,False
đỏ gạch,ꪵꪒꪉ ꪵꪭ꪿ꪣ,False
đỏ gạch,ꪵꪒꪉ ꪏꪾ꫁,True
đo đỏ,ꪵꪒꪉ ꪵꪭꪙ,False
đỏ ửng,ꪵꪒꪉ ꪹꪭ꪿,False
đỏ hỏn,ꪵꪒꪉ ꪵꪁꪩꪒ,False
"đỏ thãi,",ꪵꪒꪉ ꪵꪁꪩꪒ,True
đỏ hoe,ꪵꪒꪉ ꪵꪁꪩꪒ,False
đỏ tươi,ꪵꪒꪉ ꪮꪮꪙ,False
đỏ lừa,ꪵꪒꪉ ꪮꪮꪙ,True
đỏ khối,ꪵꪒꪉ ꪮꪮꪙ,True
đỏ rực,ꪵꪒꪉ ꪜꪱꪚ ꪜꪱꪚ,False
đỏ rực,ꪹꪨꪷꪀ ꪜꪱꪚ ꪜꪱꪚ,True
đỏ ối,ꪵꪒꪉ ꪝꪲꪉ,False
in ối,ꪵꪒꪉ ꪝꪲꪉ,True
đỏ ối,ꪵꪒꪉ ꪝꪲꪉ,False
đỏ hoe,ꪵꪒꪉ ꪵꪎꪒ,False
đỏ nghệch,ꪵꪒꪉ ꪵꪎꪒ,True
sao,ꪒꪱꪫ,False
"sao sa, sao băng, sao đổi ngôi",ꪒꪱꪫ ꪚꪲꪙ,False
"sao sa, thăm, băng, sao đổi ngôi",ꪒꪱꪫ ꪚꪲꪙ,True
"sao sa, nghén rẻ sao líu quanh,",ꪒꪱꪫ ꪚꪲꪙ,True
sao mai,ꪒꪱꪫ ꪀ꫁ꪱ,False
mộ mai,ꪒꪱꪫ ꪀ꫁ꪱ,True
sao vàng,ꪒꪱꪫ ꪁꪾ,False
nhẹ vàng,ꪚꪷ꫁ ꪁꪾ,True
sao chổi,ꪒꪱꪫ ꪁꪺꪙ,False
sao hôm,ꪒꪱꪫ ꪒꪰꪀ ꪹꪣ꪿ꪉ,False
sao hôm,ꪒꪱꪫ ꪶꪩꪚ ꪹꪣ꪿ꪉ,True
sao tua rua,ꪒꪱꪫ ꪫꪲ,False
kiếm,ꪒꪱꪚ,False
nào,ꪻꪒ,False
nào,ꪏꪴ꫁ꪣ,True
thay,ꪻꪒ,True
dâu,ꪻꪒ,False
dâu,ꪵꪄꪉ,True
"thang, cầu thang",ꪼꪒ,False
ớ cầu thang,ꪼꪒ,True
"thang, cầu thang",ꪡꪴ꫁ꪉ,True
thang rời,ꪼꪒ ꪭꪸ꪿ꪫ,False
nõn rời,ꪼꪒ ꪭꪸ꪿ꪫ,True
thang hòm,ꪼꪒ ꪭꪮꪣ,False
thang quyển,ꪼꪒ ꪁꪫꪱꪣ,True
dược,ꪼꪒ꫁,False
dược,ꪋꪳ꪿,True
phải,ꪼꪒ꫁,False
"khoẻ, được",ꪼꪒ꫁,False
"lẽ, óc",ꪼꪒ꫁,True
lắm,ꪼꪒ꫁,False
có,ꪼꪒ꫁,False
"chướng,",ꪼꪒ꫁,True
trót,ꪼꪒ꫁,False
trót,ꪡꪽ,True
được gá,ꪼꪒ꫁ ꪁ꪿ꪱ,False
được gá,ꪡꪮꪙ ꪁ꪿ꪱ,True
được kêu,ꪼꪒ꫁ ꪁ꪿ꪱ,True
trót dại,ꪼꪒ꫁ ꪋ꫁ꪱ,False
trót dại,ꪡꪱ ꪋ꫁ꪱ,True
được lòng,ꪼꪒ꫁ ꪻꪊ,False
được mùa,ꪼꪒ꫁ ꪣꪺ,False
được mùa,ꪩꪱꪫ ꪣꪺ,True
được nước,ꪼꪒ꫁ ꪙꪾ꫁,False
được rơm,ꪼꪒ꫁ ꪙꪾ꫁,True
cọc,ꪒꪰꪀ,False
cột mốc,ꪒꪰꪀ,False
"ngài, mốc",ꪀꪴ,True
xa,ꪒꪰꪀ,False
cách,ꪒꪰꪀ,False
xa xôi,ꪒꪰꪀ ꪼꪀ,False
xa cách,ꪒꪰꪀ ꪬ꪿ꪱꪉ,False
xa quạc,ꪏꪩꪷ ꪬ꪿ꪱꪉ,True
"chớ, cách",ꪒꪰꪀ ꪬ꪿ꪱꪉ,True
"cột mường, cột nước",ꪒꪰꪀ ꪹꪣ꪿ꪉ,False
"tót, mường, ngắt nước",ꪒꪰꪀ ꪁꪴ꪿,True
cột cây số,ꪒꪰꪀ ꪕꪱꪉ,False
cột tọt bỏm,ꪒꪰꪀ ꪕꪱꪉ,True
đen,ꪒꪾ,False
hô,ꪒꪾ,True
ô,ꪒꪾ,False
nhèo,ꪒꪾ,True
mực,ꪒꪾ,False
mực,ꪻꪁ꪿,True
rót,ꪒꪾ,True
cấy,ꪒꪾ,False
"lặn, ngụp",ꪒꪾ,False
đen màu lông quạ,ꪒꪾ ꪀꪱ,False
đen sịt,ꪒꪾ ꪊꪲ꪿ꪀ,False
"đen giòn, da bánh mật",ꪒꪾ ꪹꪀ,False
"đen giòn, da ngả, lò,",ꪏꪩ꫁ꪮꪥ ꪒꪮꪒ,True
"đen giòn, da che mật",ꪒꪾ ꪹꪀ,True
độn thổ,ꪒꪾ ꪒꪲꪙ,False
đen lay láy,ꪒꪾ ꪅꪴ꫁ꪣ ꪅꪴ꫁ꪣ,False
mai mái,ꪒꪾ ꪀꪸ꫁ꪉ,False
đen bóng,ꪒꪾ ꪣꪽ,False
đen láy,ꪒꪾ ꪣꪽ,False
dong láy,ꪕꪲ ꪣꪽ,True
đen chôn,ꪒꪾ ꪣꪽ,True
đen chàm,ꪒꪾ ꪙꪲꪙ,False
đen thui,ꪒꪾ ꪜꪳ꫁ ꪜꪳ꫁,False
đen thui,ꪒꪾ ꪜꪮꪀ ꪜꪳ꫁,True
đen nhánh,ꪒꪾ ꪵꪎꪉ,False
đen bụ,ꪒꪾ ꪵꪎꪉ,True
"chuôi, cán",ꪒꪾ꪿,False
"tổ, tổ tông",ꪒꪾ꫁,False
"đốt, châm",ꪒ꫁ꪽ,False
"đốt, châm",ꪅ꪿ꪮꪉ,True
mũi,ꪒꪰꪉ,False
phóng,ꪒꪰꪉ,True
"nhóm, nhúm, đun",ꪒꪰꪉ,False
"nhóm, đôi lôi,",ꪒꪰꪉ,True
"lặt nhúm, đun",ꪒꪰꪉ,True
ngạt mũi,ꪒꪰꪉ ꪔꪽ,False
ngạt mũi,ꪩꪴ꫁ꪉ ꪔꪽ,True
đờ người,ꪒꪰ꫁ꪉ,False
đờ đẫn,ꪒꪰ꫁ꪉ ꪹꪒꪷ,False
đờ tẩm,ꪚ꪿ꪺꪙ ꪹꪒꪷ,True
lành đẫn,ꪒꪰ꫁ꪉ ꪹꪒꪷ,True
diệp cày,ꪒꪰ꫁ꪉ ꪼꪖ,False
chòi cày,ꪒꪰ꫁ꪉ ꪼꪖ,True
tiệt,ꪒꪾꪚ,False
"quay,",ꪒꪾꪚ,True
dập,ꪒꪾꪚ,False
"thè,",ꪒꪾꪚ,True
tàn,ꪒꪾꪚ,False
nhắm,ꪒꪾꪚ,False
nhắm,ꪎꪴꪣ,True
"thiếp, yên",ꪒꪾꪚ,False
"thiếp, yên",ꪯꪰꪀ,True
ngon giấc,ꪒꪾꪚ ꪒꪲ,False
lim dim,ꪒꪾꪚ ꪨꪴ꪿,False
lim phấp,ꪒꪾꪚ ꪨꪴ꪿,True
"hấp him, nhấp nháy",ꪒꪾꪚ ꪣꪳꪙ,False
hấp te tạnh nháy,ꪒꪾꪚ ꪣꪳꪙ,True
thiếp đi,ꪒꪾꪚ ꪜꪲ꫁ꪙ,False
lườm nguýt,ꪒꪾꪚ ꪔꪱ ꪋꪰꪉ,False
"lườm hắt,",ꪒꪾꪚ ꪔꪱ ꪋꪰꪉ,True
dóng,ꪓꪰꪒ,False
dóng,ꪊꪲ꪿,True
chẹn,ꪓꪰꪒ,False
"cân đong, cân kẹo",ꪓꪰꪒ ꪠꪮꪉ,False
"xí, đong, cân kẹo",ꪜ꫁ꪱꪥ ꪠꪮꪉ,True
nhộng,ꪵꪒ꫁,False
nhộng,ꪖꪱꪉ,True
"đen ngăm, ngăm ngăm đen",ꪵꪒ꫁,False
"thọt ngăm, tò ngăm đen",ꪊꪸ,True
xám,ꪵꪒ꫁,False
"láng,",ꪵꪒ꫁,True
thâm,ꪵꪒ꫁,False
chắm,ꪵꪒ꫁,True
đen đủi,ꪵꪒ꫁ ꪒꪾ,False
đen bổng,ꪵꪒ꫁ ꪒꪾ,True
đen  thui đen thủi,ꪵꪒ꫁ ꪣꪰꪉ ꪣꪰꪉ,False
đen thui đen thủi,ꪵꪒ꫁ ꪣꪰꪉ ꪵꪜ,True
"đống, vắng: đen thủi",ꪕꪳꪣ ꪣꪰꪉ ꪣꪰꪉ,True
xám ngắt,ꪵꪒ꫁ ꪜꪲꪒ,False
"xám lặng,",ꪵꪒ꫁ ꪜꪲꪒ,True
xám ngắt,ꪹꪁꪷꪀ ꪜꪲꪒ,True
xám xịt,ꪵꪒ꫁ ꪜꪲꪒ,False
xám xịt,ꪄꪴ꫁ꪙ ꪜꪲꪒ,True
đen nhẻm,ꪵꪒ꫁ ꪜꪲꪒ ꪝꪮꪒ,False
chĩa nhẻm,ꪵꪩꪉꪒ ꪎꪲꪒ ꪝꪮꪒ,True
sạm,ꪵꪒ꫁ ꪜꪲꪒ ꪝꪮꪒ,False
tiểi,ꪵꪒ꫁ ꪜꪲꪒ ꪝꪮꪒ,True
"nện, củng",ꪵꪒꪀ,False
đầm,ꪵꪒꪀ,False
mạng,ꪵꪒꪀ,True
dầm,ꪵꪒꪀ,False
kĩ,ꪵꪒꪀ,False
bâu,ꪵꪒꪀ,True
"biên giới, địa giới, bờ cõi, cương giới, biên cương, biên thùy",ꪵꪒꪙ ꪒꪲꪙ,False
"biên đứ địa giới, đắc, cõi, cương giới, biên cương, biên thùy",ꪵꪒꪙ ꪒꪲꪙ,True
thủy giới,ꪵꪒꪙ ꪙꪾ꫁,False
giáp giới,ꪵꪒꪙ ꪑꪷ꪿,False
giáp giới,ꪹꪀꪸꪫ ꪑꪷ꪿,True
đèn,ꪵꪓꪙ,False
xeo,ꪵꪓꪙ,True
đèn bão,ꪵꪓꪙ ꪶꪁꪉ,False
đèn cỡ,ꪵꪓꪙ ꪶꪁꪉ,True
đèn điện,ꪵꪓꪙ ꪒꪸ꫁ꪙ,False
"đèn thủng,",ꪵꪓꪙ ꪒꪸ꫁ꪙ,True
nhào điện,ꪵꪓꪙ ꪒꪸ꫁ꪙ,True
đèn đĩa dùng mỡ trâu,ꪵꪓꪙ ꪼꪄ,False
cưa đĩa dùng mỡ trâu,ꪵꪓꪙ ꪼꪄ,True
đèn đĩa dùng tháo trâu,ꪵꪓꪙ ꪼꪄ,True
đèn đĩa,ꪵꪓꪙ ꪠꪱꪉ,False
"đèn pin, đèn bấm",ꪵꪓꪙ ꪝꪲ꪿ꪙ,False
"đèn nhẽo đèn rời,",ꪚ꪿ꪮꪙ ꪝꪲ꪿ꪙ,True
đèn ló,ꪵꪓꪙ ꪔꪱ ꪁꪫꪱꪥ,False
đèn ló,ꪵꪓꪙ ꪔꪱ ꪣꪴꪀ,True
đèn hút thuốc phiện,ꪵꪓꪙ ꪹꪔꪱ꫁,False
đèn hút thuốc chăn,ꪵꪓꪙ ꪹꪙꪙ,True
đèn hút thuốc phiện,ꪪꪲꪒ ꪜꪸꪀ,True
"đèn soi, đèn săn",ꪵꪓꪙ ꪼꪔ꫁,False
"đèn soi, đèn săn",ꪥꪰ꪿ꪉ ꪼꪔ꫁,True
"đèn soi, sụa săn",ꪵꪓꪙ ꪼꪔ꫁,True
một ngày đường,ꪵꪒꪫ ꪣꪳ꫁,False
nửa ngày đường,ꪵꪒꪫ ꪉꪱꪥ,False
ỷ ngày đường,ꪵꪒꪫ ꪉꪱꪥ,True
nắng,ꪵꪒꪒ,False
"nồi,",ꪵꪒꪒ,True
nắng xiên khoai,ꪵꪒꪒ ꪀꪱꪉ ꪋ꫁ꪱꪥ,False
úm xiên khoai,ꪵꪒꪒ ꪀꪱꪉ ꪋ꫁ꪱꪥ,True
nắng quái,ꪵꪒꪒ ꪋꪮꪙ ꪄꪮꪙ,False
nắng quái,ꪵꪒꪒ ꪋꪮꪙ ꪋꪱ,True
nắng oi,ꪵꪒꪒ ꪭ꫁ꪮꪙ,False
"loại, oi",ꪵꪒꪒ ꪭ꫁ꪮꪙ,True
oi bức,ꪮꪴ꫁ꪥ,False
"bình minh, rạng dông",ꪵꪒꪒ ꪹꪭ꪿,False
"sặc minh, rạng dông",ꪵꪒꪒ ꪹꪭ꪿,True
"bình minh, rạng dông",ꪵꪒꪒ ꪀꪲ꪿,True
"hửng đông, hé nắng",ꪵꪒꪒ ꪹꪭ꪿,False
"hửng đông, hé khều",ꪵꪒꪒ ꪹꪭ꪿,True
"vách đông, hé sái",ꪵꪒꪒ ꪹꪭ꪿,True
nắng ráo,ꪵꪒꪒ ꪻꪄ꪿,False
nắng nhạt,ꪵꪒꪒ ꪩꪲꪉ,False
thốc nhạt,ꪵꪒꪒ ꪩꪲꪉ,True
nắng thun,ꪵꪒꪒ ꪩꪲꪉ,True
nắng vàng,ꪵꪒꪒ ꪹꪨꪉ,False
nắng vàng,ꪵꪒꪒ ꪤꪸ꪿ꪙ,True
miền vàng,ꪵꪒꪒ ꪹꪨꪉ,True
nắng ban mai,ꪵꪒꪒ ꪮꪮꪙ,False
dạk chàng mai,ꪵꪒꪒ ꪮꪮꪙ,True
"nắng dịu, nắng nhẹ",ꪵꪒꪒ ꪮ꪿ꪮꪙ,False
trẻ con,ꪹꪒꪸ꪿ꪀ ꪙ꫁ꪮꪥ,False
ếp,ꪹꪒꪸꪚ,False
"bấm, ngắt",ꪹꪒꪸꪒ,False
riết,ꪹꪒꪸꪒ,False
tốt,ꪒꪲ,False
tốt,ꪹꪏꪉ,True
đẹp,ꪒꪲ,False
sang,ꪒꪲ,False
đỏ,ꪒꪲ,False
tèo,ꪒꪲ,True
"lành, lành lặn",ꪒꪲ,False
yên,ꪒꪲ,False
"hẳn, thật",ꪒꪲ,False
"gìn, thật",ꪒꪲ,True
"khỏi, lành",ꪒꪲ,False
nô lành,ꪒꪲ,True
đẹp lòng,ꪒꪲ ꪻꪊ,False
tốt đẹp,ꪒꪲ ꪋ꪿ꪽ,False
tốt đẹp,ꪒꪲ ꪶꪊꪚ,True
tốt đẹp,ꪁ꪿ꪮꪙ ꪋ꪿ꪽ,True
cẩn thận,ꪒꪲ ꪋ꪿ꪽ,False
tử tế,ꪒꪲ ꪋ꪿ꪽ,False
nép tế,ꪒꪲ ꪋ꪿ꪽ,True
tử mưa,ꪒꪲ ꪋ꪿ꪽ,True
hẳn hoi,ꪒꪲ ꪋ꪿ꪽ,False
"châu, hoi",ꪬꪳ꪿ꪀ ꪋ꪿ꪽ,True
hay dở,ꪒꪲ ꪭ꫁ꪱꪥ,False
may sao,ꪒꪲ ꪨꪰꪀ,False
nổ sao,ꪒꪲ ꪨꪰꪀ,True
đẹp mặt,ꪒꪲ ꪘ꫁ꪱ,False
ễm mặt,ꪒꪲ ꪘ꫁ꪱ,True
đẹp mặt,ꪛꪱꪉ ꪘ꫁ꪱ,True
đẹp mắt,ꪒꪲ ꪔꪱ,False
đẹp mắt,ꪒꪲ ꪮꪎꪳꪀ,True
khỏi liền,ꪒꪲ ꪎꪲꪒ,False
khỏi liền,ꪔꪸꪀ ꪎꪲꪒ,True
khỏi vo,ꪒꪲ ꪎꪲꪒ,True
"đĩ, điếm",ꪒꪲ꫁,False
xút điếm,ꪒꪲ꫁,True
đĩ điếm,ꪒꪲ꫁ ꪩꪱꪒ,False
đĩ rạc,ꪒꪲ꫁ ꪹꪨꪱ꪿,False
đĩ rạc,ꪵꪄ꫁ꪫ ꪹꪨꪱ꪿,True
điểm,ꪒꪸ꫁ꪣ,False
"nhở,",ꪒꪸ꫁ꪣ,True
nhủ,ꪒꪸ꫁ꪣ,True
điện,ꪒꪸ꫁ꪙ,False
cân,ꪒꪸ꪿ꪉ,False
cân,ꪒꪸ꪿ꪉ,False
"trống,",ꪒꪸ꪿ꪉ,True
cân tiểi đi,ꪒꪸ꪿ꪉ ꪁꪾ ꪔꪰ꫁ꪉ,False
cân tiểi đi,ꪒꪸ꪿ꪉ ꪁꪾ ꪣꪴꪀ,True
mắc tiểi đi,ꪒꪸ꪿ꪉ ꪁꪾ ꪔꪰ꫁ꪉ,True
cân đĩa,ꪒꪸ꪿ꪉ ꪠꪱꪉ,False
nặc đĩa,ꪒꪸ꪿ꪉ ꪠꪱꪉ,True
néo,ꪒꪸ꫁ꪉ,False
"bác,",ꪒꪸ꫁ꪉ,True
thọt,ꪒꪸ꫁ꪉ,False
nhói,ꪒꪸꪒ,False
nhoi nhói,ꪒꪸꪒ ꪒꪸꪒ,False
một,ꪒꪸꪫ,False
mỗi một,ꪒꪸꪫ,False
điều,ꪒꪸꪫ,False
đất,ꪒꪲꪙ,False
đất,ꪶꪝꪥꪒ,True
một phần mười sào,ꪒꪲꪙ,False
miền,ꪒꪲꪙ,False
bần,ꪒꪲꪙ,True
vóc,ꪒꪲꪙ,True
"đất đỏ, đất sét",ꪒꪲꪙ ꪵꪒꪉ,False
"đất đỏ, Phật sét",ꪒꪲꪙ ꪵꪒꪉ,True
đất đen,ꪒꪲꪙ ꪒꪾ,False
đất đai,ꪒꪲꪙ ꪒꪮꪙ,False
đất bồi,ꪒꪲꪙ ꪬ꪿ꪱ,False
đất với,ꪒꪲꪙ ꪬ꪿ꪱ,True
đất hoang,ꪒꪲꪙ ꪹꪭ꫁,False
đất hoang,ꪎꪳꪚ ꪹꪭ꫁,True
"đất thiết,",ꪒꪲꪙ ꪹꪭ꫁,True
đất mượn,ꪒꪲꪙ ꪄꪲ꫁ ꪄꪺꪥ,False
lụt mượn,ꪒꪲꪙ ꪄꪲ꫁ ꪄꪺꪥ,True
đất nước,ꪒꪲꪙ ꪹꪣꪉ,False
"Ông, nước",ꪒꪲꪙ ꪹꪣꪉ,True
"miền ngược, mạn ngược",ꪒꪲꪙ ꪹꪘ,False
miền giếc nánh ngược,ꪒꪲꪙ ꪹꪘ,True
"miền ngược, mạn ngược",ꪒꪲꪙ ꪹꪨꪱ꪿,True
miền núi,ꪒꪲꪙ ꪝꪴ,False
miền xuôi,ꪒꪲꪙ ꪻꪔ꫁,False
sầm xuôi,ꪒꪲꪙ ꪻꪔ꫁,True
đất cát,ꪒꪲꪙ ꪏꪱꪥ,False
đóm,ꪒꪲ꪿ꪙ,False
đuốc,ꪒꪲ꪿ꪙ,False
giãy,ꪒꪲ꫁ꪙ,False
điên người,ꪒꪲꪙ ꪚ꫁ꪱ,False
"ngọ ngoạy, ngo ngoe",ꪒꪲ꫁ꪙ ꪁꪩ꪿ꪱꪫ ꪁꪩ꪿ꪱꪫ,False
"ngọ ngoạy, náu ngoe",ꪒꪲ꫁ꪙ ꪁꪩ꪿ꪱꪫ ꪁꪩ꪿ꪱꪫ,True
nhăm nhăm,ꪒꪲ꫁ꪙ ꪁ꫁ꪺꪀ ꪁ꫁ꪺꪀ,False
giãy liên tục,ꪒꪲ꫁ꪙ ꪹꪥꪱ꪿ ꪹꪥꪱ꪿,False
giãy liên tục,ꪹꪫꪷ꪿ꪙ ꪹꪥꪱ꪿ ꪹꪥꪱ꪿,True
giãy nảy,ꪒꪲ꫁ꪙ ꪒ꪿ꪽ,False
giãy nảy,ꪒꪲ꫁ꪙ ꪵꪕꪉ,True
giãy giụa,ꪒꪲ꫁ꪙ ꪒ꪿ꪺꪉ,False
giãy giụa,ꪒꪲ꫁ꪙ ꪢꪳꪙ,True
"quần quại, quằn quặn",ꪒꪲ꫁ꪙ ꪄꪺꪒ ꪄꪺꪒ,False
"quần quại, quằn quặn",ꪒꪲ꫁ꪙ ꪕꪴꪣ ꪄꪺꪒ,True
nhấp nhổm,ꪒꪲ꫁ꪙ ꪔꪳ꪿ꪉ ꪔꪳ꪿ꪉ,False
nhấp nhổm,ꪒꪲ꫁ꪙ ꪔꪳ꪿ꪉ ꪩ꫁ꪱ,True
